ReturnID,OrderLineID,ReturnDate,ReasonCode,Condition,Refund$,RestockFee$,ReturnShipCost$,Disposition
R0013679,OL0114107,2026-01-03,Other,New,514.7,7.03,5.59,Resell
R0013680,OL0114108,2026-01-03,Late Delivery,New,81.49,2.35,2.19,Resell
R0013681,OL0114111,2026-01-25,Defective,Damaged,380.76,0.18,5.03,Write-off
R0013682,OL0114128,2026-01-12,Defective,Opened,115.99,5.27,1.22,Write-off
R0013683,OL0114130,2026-01-05,Changed Mind,New,175.86,6.37,5.27,Resell
R0013684,OL0114131,2026-01-13,Wrong Size,New,242.97,6.99,7.09,Resell
R0013685,OL0114133,2026-01-12,Defective,Opened,59.59,1.84,7.7,Write-off
R0013686,OL0114152,2025-12-17,Changed Mind,New,563.66,4.06,0.45,Resell
R0013687,OL0114154,2025-12-22,Wrong Size,New,787.41,4.94,8.8,Resell
R0013688,OL0114169,2025-12-27,Late Delivery,New,261.31,5.96,2.4,Resell
R0013689,OL0114175,2025-12-16,Wrong Size,New,213.2,1.56,8.03,Resell
R0013690,OL0114180,2025-12-11,Late Delivery,New,64.99,5.52,0.05,Resell
R0013691,OL0114184,2026-01-12,Late Delivery,Opened,165.66,7.47,0.7,Write-off
R0013692,OL0114187,2026-01-08,Changed Mind,Opened,823.13,9.52,2.01,Write-off
R0013693,OL0114197,2025-11-30,Late Delivery,New,294.74,1.07,5.8,Resell
R0013694,OL0114201,2025-11-28,Late Delivery,New,60.76,1.22,1.97,Resell
R0013695,OL0114206,2026-01-18,Wrong Size,New,44.21,6.42,7.7,Resell
R0013696,OL0114222,2025-12-17,Changed Mind,Opened,696.14,3.83,9.28,Write-off
R0013697,OL0114239,2025-12-22,Changed Mind,New,421.92,2.32,3.2,Resell
R0013698,OL0114241,2025-12-21,Defective,Opened,257.27,5.82,8.16,Write-off
R0013699,OL0114244,2025-12-22,Other,New,243.95,4.04,4.04,Resell
R0013700,OL0114255,2026-01-08,Wrong Size,New,164.6,8.48,4.44,Resell
R0013701,OL0114258,2025-12-13,Other,New,244.1,5.16,4.15,Resell
R0013702,OL0114264,2025-12-25,Defective,New,75.02,9.79,6.5,Resell
R0013703,OL0114267,2025-12-13,Defective,Damaged,148.44,0.56,2.91,Write-off
R0013704,OL0114268,2026-01-01,Late Delivery,New,230.86,1.44,3.19,Resell
R0013705,OL0114285,2025-12-28,Other,New,167.94,4.52,8.48,Resell
R0013706,OL0114292,2025-12-15,Late Delivery,New,487.87,8.14,6.96,Resell
R0013707,OL0114315,2025-12-19,Wrong Size,New,390.09,6.94,3.23,Resell
R0013708,OL0114317,2025-12-16,Late Delivery,Opened,175.13,8.51,4.71,Write-off
R0013709,OL0114327,2025-12-25,Wrong Size,New,323.36,4.83,4.66,Resell
R0013710,OL0114330,2026-01-05,Changed Mind,New,333.99,2.04,3.68,Resell
R0013711,OL0114341,2026-01-16,Changed Mind,New,139.93,8.69,3.21,Resell
R0013712,OL0114344,2026-01-20,Wrong Size,New,208.93,9.74,2.46,Resell
R0013713,OL0114356,2025-12-28,Other,New,278.35,9.42,7.2,Resell
R0013714,OL0114361,2025-12-18,Wrong Size,New,300.01,8.09,6.57,Resell
R0013715,OL0114364,2026-01-10,Wrong Size,New,131.91,8.92,7.03,Resell
R0013716,OL0114375,2025-12-31,Defective,New,182.94,2.34,9.11,Resell
R0013717,OL0114384,2025-12-13,Changed Mind,Opened,953.05,8.37,4.07,Write-off
R0013718,OL0114385,2025-11-30,Late Delivery,New,285.91,9.23,6.3,Resell
R0013719,OL0114391,2026-01-16,Defective,Damaged,194.43,0.35,8.86,Write-off
R0013720,OL0114392,2025-12-15,Late Delivery,Opened,46.9,6.16,2.2,Write-off
R0013721,OL0114395,2026-01-28,Wrong Size,New,447.64,4.54,3.7,Resell
R0013722,OL0114396,2026-01-08,Wrong Size,New,538.54,5.78,5.49,Resell
R0013723,OL0114399,2025-12-17,Late Delivery,Opened,123.75,6.14,2.02,Write-off
R0013724,OL0114400,2025-12-15,Late Delivery,Opened,73.51,7.36,7.78,Write-off
R0013725,OL0114414,2025-12-11,Wrong Size,New,164.95,0.4,2.93,Resell
R0013726,OL0114420,2025-12-25,Changed Mind,New,187.86,7.95,1.46,Resell
R0013727,OL0114421,2025-12-19,Changed Mind,Damaged,90.77,3.37,9.38,Write-off
R0013728,OL0114442,2025-12-21,Defective,New,278.0,2.03,7.54,Resell
R0013729,OL0114453,2025-12-17,Defective,New,162.07,2.86,3.2,Resell
R0013730,OL0114459,2025-12-30,Changed Mind,Opened,192.44,9.25,0.48,Write-off
R0013731,OL0114466,2025-12-25,Wrong Size,Damaged,359.55,7.64,7.06,Write-off
R0013732,OL0114471,2025-12-15,Changed Mind,Opened,33.98,1.69,2.05,Write-off
R0013733,OL0114479,2025-12-07,Changed Mind,Opened,306.85,6.1,8.72,Write-off
R0013734,OL0114486,2025-12-25,Defective,New,517.57,6.88,5.97,Resell
R0013735,OL0114503,2026-01-16,Late Delivery,Opened,102.91,8.03,2.94,Write-off
R0013736,OL0114508,2026-01-18,Wrong Size,New,220.44,7.63,8.93,Resell
R0013737,OL0114514,2026-01-17,Other,New,62.94,5.27,6.8,Resell
R0013738,OL0114518,2025-12-03,Wrong Size,Opened,242.27,0.7,3.35,Write-off
R0013739,OL0114523,2025-12-12,Other,Opened,31.02,5.18,2.75,Write-off
R0013740,OL0114533,2025-12-26,Wrong Size,Opened,473.45,1.16,9.99,Write-off
R0013741,OL0114547,2026-01-13,Late Delivery,New,218.25,4.14,4.24,Resell
R0013742,OL0114556,2026-01-03,Changed Mind,Opened,5.22,3.47,8.33,Write-off
R0013743,OL0114600,2026-01-06,Changed Mind,Opened,138.92,2.83,0.12,Write-off
R0013744,OL0114603,2026-01-04,Late Delivery,New,179.47,5.96,6.41,Resell
R0013745,OL0114627,2025-11-29,Changed Mind,New,807.69,5.53,5.1,Resell
R0013746,OL0114630,2025-12-22,Late Delivery,New,176.36,6.55,8.46,Resell
R0013747,OL0114648,2026-01-16,Wrong Size,Opened,214.88,7.03,2.84,Write-off
R0013748,OL0114659,2025-11-29,Wrong Size,New,368.6,7.43,4.34,Resell
R0013749,OL0114664,2026-01-14,Defective,New,329.71,9.92,5.69,Resell
R0013750,OL0114667,2025-12-23,Defective,Opened,286.98,8.51,8.85,Write-off
R0013751,OL0114671,2026-01-16,Wrong Size,New,316.05,5.01,5.81,Resell
R0013752,OL0114675,2025-12-27,Defective,New,250.28,0.77,4.32,Resell
R0013753,OL0114676,2025-11-19,Wrong Size,New,103.85,8.54,4.23,Resell
R0013754,OL0114700,2025-12-16,Wrong Size,New,0.0,5.75,9.89,Resell
R0013755,OL0114703,2026-01-25,Late Delivery,New,123.58,7.79,2.54,Resell
R0013756,OL0114707,2026-01-05,Wrong Size,Opened,501.5,0.89,7.25,Write-off
R0013757,OL0114710,2025-12-19,Defective,New,0.0,4.75,5.8,Resell
R0013758,OL0114713,2025-12-11,Changed Mind,New,22.53,8.15,5.55,Resell
R0013759,OL0114715,2025-12-01,Wrong Size,Opened,34.97,5.56,2.12,Write-off
R0013760,OL0114730,2025-12-07,Wrong Size,New,273.56,7.93,2.46,Resell
R0013761,OL0114741,2025-12-02,Changed Mind,New,103.03,0.88,8.08,Resell
R0013762,OL0114742,2025-12-25,Other,New,100.81,2.93,2.58,Resell
R0013763,OL0114749,2025-12-03,Changed Mind,New,51.42,8.87,6.7,Resell
R0013764,OL0114752,2025-12-10,Defective,Opened,397.44,6.48,0.81,Write-off
R0013765,OL0114760,2025-12-19,Wrong Size,Opened,622.06,4.07,3.45,Write-off
R0013766,OL0114762,2025-12-18,Wrong Size,New,72.24,4.05,3.81,Resell
R0013767,OL0114763,2025-12-09,Defective,New,239.49,1.67,9.42,Resell
R0013768,OL0114765,2025-12-21,Wrong Size,New,57.22,9.93,0.88,Resell
R0013769,OL0114792,2025-12-11,Defective,New,197.12,6.67,8.72,Resell
R0013770,OL0114808,2025-11-28,Late Delivery,New,269.01,2.1,3.83,Resell
R0013771,OL0114814,2026-01-11,Defective,New,594.81,1.25,1.75,Resell
R0013772,OL0114815,2026-01-22,Other,New,47.62,4.98,1.94,Resell
R0013773,OL0114843,2025-12-21,Wrong Size,Opened,243.03,6.64,1.16,Write-off
R0013774,OL0114852,2025-12-04,Wrong Size,New,66.0,6.93,8.52,Resell
R0013775,OL0114856,2026-01-15,Late Delivery,Damaged,97.36,6.27,0.51,Write-off
R0013776,OL0114861,2025-12-29,Other,New,148.98,6.25,5.08,Resell
R0013777,OL0114882,2025-12-02,Late Delivery,Opened,52.52,5.34,3.14,Write-off
R0013778,OL0114884,2025-12-06,Other,Damaged,80.84,8.55,2.07,Write-off
R0013779,OL0114893,2026-01-02,Late Delivery,Opened,322.11,7.11,2.06,Write-off
R0013780,OL0114897,2025-12-08,Changed Mind,New,533.43,7.74,5.83,Resell
R0013781,OL0114919,2025-12-26,Wrong Size,New,119.45,7.26,5.8,Resell
R0013782,OL0114932,2025-12-16,Defective,Opened,276.26,1.19,2.56,Write-off
R0013783,OL0114939,2025-12-04,Defective,Opened,25.98,9.21,5.7,Write-off
R0013784,OL0114958,2026-01-22,Defective,New,16.72,0.74,6.76,Resell
R0013785,OL0114959,2026-01-19,Defective,New,228.31,0.24,8.19,Resell
R0013786,OL0114960,2025-12-30,Wrong Size,New,126.1,1.09,5.31,Resell
R0013787,OL0114968,2026-02-04,Changed Mind,New,262.59,1.09,1.39,Resell
R0013788,OL0114972,2026-01-29,Other,New,131.37,2.09,8.4,Resell
R0013789,OL0114981,2025-12-25,Changed Mind,New,295.8,3.0,9.77,Resell
R0013790,OL0114982,2025-12-25,Other,New,194.91,8.46,2.47,Resell
R0013791,OL0114985,2025-12-20,Other,New,194.4,7.91,7.08,Resell
R0013792,OL0114990,2025-12-15,Wrong Size,New,356.2,7.9,2.02,Resell
R0013793,OL0114992,2026-01-18,Wrong Size,New,92.84,0.33,8.36,Resell
R0013794,OL0114998,2025-12-31,Defective,Opened,207.24,2.07,6.8,Write-off
R0013795,OL0115010,2026-01-02,Changed Mind,Opened,172.46,7.65,0.5,Write-off
R0013796,OL0115013,2025-12-29,Late Delivery,New,443.88,8.57,6.82,Resell
R0013797,OL0115019,2025-12-27,Changed Mind,New,5.47,3.22,9.64,Resell
R0013798,OL0115021,2025-12-09,Defective,New,149.96,4.22,8.03,Resell
R0013799,OL0115023,2026-01-23,Wrong Size,New,65.81,8.38,2.98,Resell
R0013800,OL0115024,2026-01-20,Other,Opened,221.69,6.86,0.17,Write-off
R0013801,OL0115050,2025-12-25,Late Delivery,New,181.98,6.16,1.01,Resell
R0013802,OL0115052,2025-12-18,Wrong Size,Damaged,386.64,7.56,1.57,Write-off
R0013803,OL0115066,2025-12-04,Defective,New,554.7,5.48,7.81,Resell
R0013804,OL0115067,2025-12-27,Changed Mind,Damaged,73.44,0.69,3.18,Write-off
R0013805,OL0115070,2026-01-12,Defective,New,53.49,9.4,2.13,Resell
R0013806,OL0115077,2025-12-08,Late Delivery,New,110.48,1.45,7.46,Resell
R0013807,OL0115079,2025-12-31,Defective,Opened,236.17,0.02,0.43,Write-off
R0013808,OL0115091,2026-01-30,Changed Mind,Opened,73.38,4.29,9.02,Write-off
R0013809,OL0115093,2025-11-14,Wrong Size,Damaged,100.86,7.81,4.49,Write-off
R0013810,OL0115107,2026-01-28,Changed Mind,New,210.44,5.6,4.95,Resell
R0013811,OL0115113,2026-01-12,Changed Mind,New,183.27,9.36,2.02,Resell
R0013812,OL0115115,2026-01-07,Other,Damaged,1270.17,5.89,4.29,Write-off
R0013813,OL0115137,2025-11-24,Defective,New,47.18,1.5,0.23,Resell
R0013814,OL0115141,2025-12-08,Changed Mind,New,486.55,0.55,7.0,Resell
R0013815,OL0115154,2025-12-04,Defective,New,208.61,4.08,0.38,Resell
R0013816,OL0115172,2026-01-18,Defective,New,82.84,5.35,9.19,Resell
R0013817,OL0115173,2026-01-07,Wrong Size,New,395.61,9.14,9.16,Resell
R0013818,OL0115177,2025-12-02,Wrong Size,New,377.38,1.24,8.59,Resell
R0013819,OL0115178,2025-12-08,Defective,Damaged,87.18,9.87,1.12,Write-off
R0013820,OL0115191,2026-01-12,Wrong Size,New,489.34,2.74,2.95,Resell
R0013821,OL0115219,2025-12-01,Wrong Size,New,38.62,1.83,1.16,Resell
R0013822,OL0115220,2026-02-01,Wrong Size,New,59.08,5.58,8.84,Resell
R0013823,OL0115224,2026-01-08,Changed Mind,New,294.06,2.73,4.42,Resell
R0013824,OL0115234,2025-12-16,Wrong Size,New,317.88,1.15,4.44,Resell
R0013825,OL0115245,2026-01-04,Changed Mind,New,736.04,7.59,3.95,Resell
R0013826,OL0115253,2026-01-13,Other,New,244.05,4.53,2.48,Resell
R0013827,OL0115259,2025-12-23,Other,New,16.96,8.49,2.08,Resell
R0013828,OL0115266,2026-01-05,Other,New,35.51,2.75,1.29,Resell
R0013829,OL0115268,2026-01-26,Wrong Size,New,102.17,4.14,7.1,Resell
R0013830,OL0115269,2026-02-04,Changed Mind,New,487.61,4.54,1.14,Resell
R0013831,OL0115277,2025-12-31,Late Delivery,New,57.14,0.11,4.7,Resell
R0013832,OL0115281,2025-12-20,Late Delivery,Opened,230.96,1.2,4.72,Write-off
R0013833,OL0115287,2025-12-26,Late Delivery,New,190.98,0.91,5.62,Resell
R0013834,OL0115289,2026-01-16,Late Delivery,Damaged,106.69,0.52,2.38,Write-off
R0013835,OL0115292,2025-12-22,Changed Mind,New,201.76,2.7,5.52,Resell
R0013836,OL0115295,2025-12-29,Defective,New,402.16,3.39,7.11,Resell
R0013837,OL0115299,2025-12-16,Late Delivery,Damaged,146.86,5.48,9.04,Write-off
R0013838,OL0115310,2025-11-18,Changed Mind,Opened,163.3,2.57,0.07,Write-off
R0013839,OL0115321,2026-01-06,Changed Mind,New,105.96,8.69,5.17,Resell
R0013840,OL0115330,2026-02-11,Defective,Damaged,139.37,3.68,6.48,Write-off
R0013841,OL0115333,2025-11-22,Defective,Opened,118.32,9.8,5.48,Write-off
R0013842,OL0115347,2026-02-02,Wrong Size,New,100.28,6.42,3.81,Resell
R0013843,OL0115353,2025-12-22,Changed Mind,Opened,75.39,9.84,8.87,Write-off
R0013844,OL0115367,2025-12-12,Changed Mind,Opened,495.72,7.53,1.87,Write-off
R0013845,OL0115373,2025-12-18,Defective,Opened,298.45,8.34,4.84,Write-off
R0013846,OL0115387,2025-12-25,Other,Opened,51.57,2.42,5.5,Write-off
R0013847,OL0115388,2025-12-30,Defective,Opened,548.18,0.63,2.87,Write-off
R0013848,OL0115398,2025-12-28,Late Delivery,Opened,0.32,2.65,2.45,Write-off
R0013849,OL0115399,2026-01-25,Changed Mind,Damaged,316.04,2.98,1.19,Write-off
R0013850,OL0115401,2026-01-23,Defective,Opened,15.23,9.82,3.55,Write-off
R0013851,OL0115407,2025-11-23,Late Delivery,Opened,136.89,3.84,5.55,Write-off
R0013852,OL0115428,2025-12-20,Wrong Size,Opened,256.8,6.39,4.81,Write-off
R0013853,OL0115451,2026-01-12,Wrong Size,New,365.65,9.78,8.17,Resell
R0013854,OL0115458,2026-01-13,Wrong Size,New,165.02,4.39,4.4,Resell
R0013855,OL0115474,2026-01-13,Changed Mind,New,208.67,3.84,7.49,Resell
R0013856,OL0115487,2026-01-05,Late Delivery,New,714.74,5.74,1.93,Resell
R0013857,OL0115489,2026-01-19,Wrong Size,New,228.42,2.24,9.82,Resell
R0013858,OL0115500,2026-01-30,Late Delivery,Opened,458.67,0.21,1.73,Write-off
R0013859,OL0115503,2026-01-23,Changed Mind,Opened,61.57,1.16,4.28,Write-off
R0013860,OL0115506,2025-11-28,Defective,New,157.06,2.48,1.51,Resell
R0013861,OL0115511,2026-01-09,Defective,New,487.73,7.67,7.69,Resell
R0013862,OL0115512,2026-01-11,Defective,Damaged,123.63,9.38,4.07,Write-off
R0013863,OL0115517,2025-12-21,Wrong Size,New,746.92,5.6,3.08,Resell
R0013864,OL0115524,2025-12-02,Wrong Size,New,403.61,9.63,4.56,Resell
R0013865,OL0115532,2026-01-05,Defective,Opened,344.57,1.92,0.35,Write-off
R0013866,OL0115542,2025-12-31,Defective,Opened,4.23,0.91,9.56,Write-off
R0013867,OL0115558,2026-01-05,Wrong Size,Damaged,196.72,0.64,0.32,Write-off
R0013868,OL0115559,2026-01-08,Changed Mind,New,703.8,2.79,2.66,Resell
R0013869,OL0115560,2026-01-16,Late Delivery,New,186.27,4.13,9.6,Resell
R0013870,OL0115580,2025-12-01,Changed Mind,Opened,785.81,8.56,8.75,Write-off
R0013871,OL0115581,2025-11-28,Changed Mind,Damaged,90.27,3.02,4.91,Write-off
R0013872,OL0115592,2026-01-23,Wrong Size,New,288.22,4.5,8.45,Resell
R0013873,OL0115616,2026-01-13,Late Delivery,New,83.03,4.36,3.43,Resell
R0013874,OL0115617,2026-01-01,Changed Mind,New,8.19,1.23,5.97,Resell
R0013875,OL0115619,2026-01-14,Late Delivery,New,225.65,2.68,8.74,Resell
R0013876,OL0115622,2025-12-29,Defective,New,138.13,5.24,8.7,Resell
R0013877,OL0115623,2025-12-09,Late Delivery,New,16.89,1.47,4.65,Resell
R0013878,OL0115630,2025-12-28,Wrong Size,New,105.77,7.82,9.49,Resell
R0013879,OL0115634,2025-12-26,Defective,New,10.4,8.33,5.9,Resell
R0013880,OL0115637,2025-11-18,Defective,New,194.23,3.55,1.9,Resell
R0013881,OL0115650,2026-01-29,Wrong Size,Opened,426.92,7.04,3.49,Write-off
R0013882,OL0115655,2025-11-20,Defective,New,321.62,9.25,7.22,Resell
R0013883,OL0115667,2026-01-12,Wrong Size,New,101.7,4.87,2.07,Resell
R0013884,OL0115669,2026-01-16,Changed Mind,New,203.13,6.55,6.09,Resell
R0013885,OL0115682,2025-12-20,Late Delivery,New,134.81,6.38,0.9,Resell
R0013886,OL0115689,2026-01-01,Wrong Size,New,407.04,4.28,2.44,Resell
R0013887,OL0115694,2025-12-22,Wrong Size,New,46.52,6.27,7.61,Resell
R0013888,OL0115701,2025-12-08,Wrong Size,New,421.6,6.83,8.7,Resell
R0013889,OL0115709,2025-12-13,Late Delivery,Opened,478.08,3.01,7.34,Write-off
R0013890,OL0115719,2026-01-02,Late Delivery,New,8.64,0.55,5.77,Resell
R0013891,OL0115733,2025-12-28,Wrong Size,New,266.31,8.11,3.74,Resell
R0013892,OL0115735,2025-12-16,Wrong Size,Opened,29.26,9.05,8.86,Write-off
R0013893,OL0115740,2026-01-12,Wrong Size,Opened,127.0,3.8,9.04,Write-off
R0013894,OL0115745,2025-12-22,Wrong Size,New,394.1,0.56,1.1,Resell
R0013895,OL0115751,2025-12-28,Defective,New,157.07,0.01,5.14,Resell
R0013896,OL0115757,2025-12-07,Changed Mind,Opened,109.21,7.31,1.3,Write-off
R0013897,OL0115759,2026-02-03,Wrong Size,New,0.0,0.17,8.39,Resell
R0013898,OL0115760,2026-01-29,Other,New,180.78,7.36,3.07,Resell
R0013899,OL0115765,2025-12-26,Defective,New,168.15,4.12,0.46,Resell
R0013900,OL0115780,2026-01-03,Late Delivery,Opened,736.95,8.32,3.71,Write-off
R0013901,OL0115785,2025-12-13,Changed Mind,New,142.89,5.63,9.32,Resell
R0013902,OL0115801,2025-12-13,Defective,Opened,17.75,6.28,5.83,Write-off
R0013903,OL0115808,2025-12-03,Late Delivery,Opened,152.51,3.81,3.79,Write-off
R0013904,OL0115819,2026-01-12,Changed Mind,New,338.17,2.26,9.12,Resell
R0013905,OL0115831,2025-12-08,Wrong Size,Opened,201.89,0.18,3.61,Write-off
R0013906,OL0115841,2025-12-25,Late Delivery,Opened,185.48,5.43,7.03,Write-off
R0013907,OL0115843,2026-01-03,Wrong Size,Opened,198.91,6.46,8.44,Write-off
R0013908,OL0115852,2025-12-16,Other,New,110.47,8.8,6.71,Resell
R0013909,OL0115875,2026-01-12,Defective,Opened,590.24,4.0,3.93,Write-off
R0013910,OL0115898,2025-12-15,Changed Mind,Opened,149.31,3.94,4.02,Write-off
R0013911,OL0115906,2026-01-06,Wrong Size,New,285.68,0.9,7.99,Resell
R0013912,OL0115918,2025-12-31,Late Delivery,New,475.76,7.09,1.1,Resell
R0013913,OL0115923,2026-01-09,Changed Mind,New,222.21,6.23,5.26,Resell
R0013914,OL0115927,2026-01-11,Other,Opened,461.88,4.13,7.61,Write-off
R0013915,OL0115939,2025-12-22,Changed Mind,New,457.44,5.2,6.06,Resell
R0013916,OL0115955,2025-12-02,Changed Mind,New,99.05,9.43,4.32,Resell
R0013917,OL0115963,2025-12-07,Late Delivery,New,89.06,3.09,2.81,Resell
R0013918,OL0115971,2026-01-11,Wrong Size,New,300.82,6.33,4.19,Resell
R0013919,OL0115977,2026-01-21,Wrong Size,Damaged,0.0,4.09,3.77,Write-off
R0013920,OL0115982,2025-12-04,Changed Mind,New,441.56,3.62,1.28,Resell
R0013921,OL0115993,2026-01-20,Wrong Size,Opened,315.71,8.24,5.74,Write-off
R0013922,OL0115994,2026-01-15,Other,Opened,129.53,8.06,7.61,Write-off
R0013923,OL0115996,2026-01-02,Wrong Size,Opened,317.24,5.77,2.37,Write-off
R0013924,OL0116003,2025-12-06,Wrong Size,New,290.66,2.61,9.47,Resell
R0013925,OL0116015,2025-12-30,Changed Mind,New,198.81,1.33,1.53,Resell
R0013926,OL0116023,2025-12-20,Wrong Size,New,328.35,7.83,3.75,Resell
R0013927,OL0116043,2025-11-23,Wrong Size,Opened,140.19,9.04,1.84,Write-off
R0013928,OL0116046,2025-12-21,Defective,Opened,73.06,8.53,8.73,Write-off
R0013929,OL0116065,2026-01-16,Other,New,280.72,2.56,1.82,Resell
R0013930,OL0116070,2025-11-08,Wrong Size,New,292.52,2.43,4.4,Resell
R0013931,OL0116080,2025-12-25,Changed Mind,Opened,151.47,3.38,0.53,Write-off
R0013932,OL0116082,2025-12-17,Other,New,285.0,3.72,2.65,Resell
R0013933,OL0116089,2026-01-18,Wrong Size,New,188.53,1.58,7.4,Resell
R0013934,OL0116090,2026-01-21,Wrong Size,Opened,116.31,5.16,4.58,Write-off
R0013935,OL0116102,2025-12-20,Wrong Size,Opened,39.82,9.33,4.01,Write-off
R0013936,OL0116105,2026-01-11,Defective,New,482.09,7.47,2.53,Resell
R0013937,OL0116111,2026-01-02,Other,New,29.76,7.16,5.56,Resell
R0013938,OL0116127,2025-12-13,Changed Mind,Damaged,492.5,0.12,6.33,Write-off
R0013939,OL0116133,2025-12-20,Changed Mind,New,382.69,0.95,2.99,Resell
R0013940,OL0116135,2026-01-26,Other,New,360.7,9.07,4.06,Resell
R0013941,OL0116142,2026-01-19,Other,Opened,310.09,4.52,4.52,Write-off
R0013942,OL0116145,2026-01-30,Late Delivery,New,437.21,9.65,4.91,Resell
R0013943,OL0116151,2025-12-21,Late Delivery,New,277.37,2.3,1.5,Resell
R0013944,OL0116159,2025-12-17,Wrong Size,New,745.85,2.24,4.72,Resell
R0013945,OL0116186,2025-12-15,Late Delivery,New,194.35,7.14,5.84,Resell
R0013946,OL0116189,2025-12-17,Other,Opened,153.5,3.26,7.3,Write-off
R0013947,OL0116190,2026-01-27,Wrong Size,New,33.6,6.53,7.19,Resell
R0013948,OL0116206,2025-12-22,Defective,Opened,363.32,2.97,5.1,Write-off
R0013949,OL0116207,2025-12-22,Late Delivery,New,215.72,0.41,7.01,Resell
R0013950,OL0116210,2026-01-06,Wrong Size,New,78.9,6.46,2.35,Resell
R0013951,OL0116211,2026-01-08,Changed Mind,New,248.26,8.84,8.66,Resell
R0013952,OL0116214,2025-12-09,Defective,Opened,512.05,7.77,0.95,Write-off
R0013953,OL0116229,2025-12-26,Late Delivery,New,130.12,3.75,7.8,Resell
R0013954,OL0116234,2026-01-03,Changed Mind,Opened,466.53,6.95,8.51,Write-off
R0013955,OL0116236,2025-12-07,Defective,New,231.75,3.02,0.51,Resell
R0013956,OL0116244,2025-12-08,Changed Mind,New,500.85,3.87,6.98,Resell
R0013957,OL0116251,2025-12-26,Changed Mind,New,3.87,0.98,9.35,Resell
R0013958,OL0116264,2025-12-05,Late Delivery,New,416.23,3.03,4.35,Resell
R0013959,OL0116272,2026-01-13,Wrong Size,Damaged,299.76,6.94,0.12,Write-off
R0013960,OL0116275,2026-01-13,Wrong Size,New,66.98,1.84,3.79,Resell
R0013961,OL0116291,2025-11-21,Wrong Size,Opened,176.63,8.08,5.32,Write-off
R0013962,OL0116294,2025-12-19,Late Delivery,Opened,239.34,0.15,4.19,Write-off
R0013963,OL0116298,2026-01-17,Changed Mind,New,276.78,5.65,7.99,Resell
R0013964,OL0116310,2026-01-17,Changed Mind,New,154.9,2.33,7.0,Resell
R0013965,OL0116314,2026-01-15,Wrong Size,New,234.87,7.49,1.33,Resell
R0013966,OL0116331,2026-02-06,Other,New,20.99,9.12,3.77,Resell
R0013967,OL0116354,2026-01-20,Changed Mind,Opened,538.27,4.51,4.65,Write-off
R0013968,OL0116362,2026-01-18,Defective,New,542.46,4.18,4.71,Resell
R0013969,OL0116370,2025-11-28,Defective,New,347.79,7.08,7.02,Resell
R0013970,OL0116388,2025-12-12,Changed Mind,New,80.67,7.67,4.82,Resell
R0013971,OL0116399,2025-12-09,Defective,Damaged,329.88,2.43,5.5,Write-off
R0013972,OL0116400,2026-01-14,Changed Mind,New,376.43,4.73,6.43,Resell
R0013973,OL0116403,2025-12-28,Defective,Damaged,75.68,5.42,7.14,Write-off
R0013974,OL0116408,2026-01-04,Defective,New,226.61,7.87,8.02,Resell
R0013975,OL0116415,2025-12-30,Late Delivery,New,74.49,8.71,6.31,Resell
R0013976,OL0116419,2025-12-21,Changed Mind,New,1037.75,0.37,9.46,Resell
R0013977,OL0116420,2025-12-25,Changed Mind,New,802.43,3.19,1.05,Resell
R0013978,OL0116425,2025-12-01,Defective,New,538.82,0.2,6.9,Resell
R0013979,OL0116427,2026-01-13,Wrong Size,Opened,459.12,1.58,8.76,Write-off
R0013980,OL0116448,2025-12-29,Changed Mind,New,141.33,7.16,1.56,Resell
R0013981,OL0116453,2025-12-08,Changed Mind,Opened,268.54,6.45,2.77,Write-off
R0013982,OL0116460,2026-01-16,Defective,Opened,281.04,2.25,2.1,Write-off
R0013983,OL0116479,2025-12-16,Changed Mind,New,222.07,5.46,8.19,Resell
R0013984,OL0116490,2025-12-01,Late Delivery,Damaged,504.0,4.09,4.27,Write-off
R0013985,OL0116491,2025-12-17,Wrong Size,Opened,117.31,8.68,1.7,Write-off
R0013986,OL0116497,2026-01-15,Defective,Opened,366.84,1.44,7.02,Write-off
R0013987,OL0116504,2025-11-22,Wrong Size,Opened,466.32,6.39,8.43,Write-off
R0013988,OL0116505,2025-11-17,Other,New,380.18,8.36,0.1,Resell
R0013989,OL0116522,2026-01-13,Late Delivery,Opened,353.33,6.35,0.8,Write-off
R0013990,OL0116554,2025-12-16,Other,New,288.68,7.27,6.76,Resell
